Order_ID,Account_ID,Order_Date,Year,Month,Month_Name,Total_Quantity,Sales_USD,Rep_ID,Region_ID,Region_Name
58,1081,2016-11-23 00:00:00,2016,11,Nov,379,2016.31,321580,1,Northeast
59,1081,2016-12-23 00:00:00,2016,12,Dec,322,1679.28,321580,1,Northeast
60,1091,2014-08-15 00:00:00,2014,8,Aug,169,902.78,321590,1,Northeast
61,1091,2014-09-13 00:00:00,2014,9,Sep,194,1088.14,321590,1,Northeast
62,1091,2014-10-13 00:00:00,2014,10,Oct,345,2220.94,321590,1,Northeast
63,1091,2014-11-12 00:00:00,2014,11,Nov,173,941.48,321590,1,Northeast
64,1091,2014-12-11 00:00:00,2014,12,Dec,299,1595.2,321590,1,Northeast
65,1091,2015-01-09 00:00:00,2015,1,Jan,255,1597.91,321590,1,Northeast
66,1091,2015-02-08 00:00:00,2015,2,Feb,156,844.74,321590,1,Northeast
67,1091,2015-04-07 00:00:00,2015,4,Apr,95,474.05,321590,1,Northeast
68,1091,2015-06-05 00:00:00,2015,6,Jun,161,837.82,321590,1,Northeast
69,1091,2015-07-05 00:00:00,2015,7,Jul,154,796.63,321590,1,Northeast
70,1091,2015-08-03 00:00:00,2015,8,Aug,127,646.23,321590,1,Northeast
71,1091,2015-09-01 00:00:00,2015,9,Sep,190,1061.33,321590,1,Northeast
72,1091,2015-10-01 00:00:00,2015,10,Oct,188,1000.62,321590,1,Northeast
73,1091,2015-10-31 00:00:00,2015,10,Oct,143,738.61,321590,1,Northeast
74,1091,2015-11-29 00:00:00,2015,11,Nov,175,905.75,321590,1,Northeast
75,1091,2015-12-28 00:00:00,2015,12,Dec,171,931.5,321590,1,Northeast
76,1091,2016-01-26 00:00:00,2016,1,Jan,222,1323.75,321590,1,Northeast
77,1091,2016-02-25 00:00:00,2016,2,Feb,168,910.29,321590,1,Northeast
78,1091,2016-03-25 00:00:00,2016,3,Mar,132,761.97,321590,1,Northeast
79,1091,2016-04-24 00:00:00,2016,4,Apr,160,845.35,321590,1,Northeast
80,1091,2016-05-23 00:00:00,2016,5,May,167,867.76,321590,1,Northeast
81,1091,2016-06-22 00:00:00,2016,6,Jun,157,803.43,321590,1,Northeast
82,1091,2016-07-21 00:00:00,2016,7,Jul,198,1144.52,321590,1,Northeast
83,1091,2016-08-20 00:00:00,2016,8,Aug,155,822.23,321590,1,Northeast
84,1091,2016-09-18 00:00:00,2016,9,Sep,187,980.08,321590,1,Northeast
85,1091,2016-10-17 00:00:00,2016,10,Oct,156,803.44,321590,1,Northeast
86,1091,2016-11-15 00:00:00,2016,11,Nov,261,1323.04,321590,1,Northeast
87,1091,2016-12-14 00:00:00,2016,12,Dec,166,869.03,321590,1,Northeast
88,1101,2015-06-24 00:00:00,2015,6,Jun,538,3585.33,321600,1,Northeast
89,1101,2015-08-22 00:00:00,2015,8,Aug,214,1177.33,321600,1,Northeast
90,1101,2015-09-21 00:00:00,2015,9,Sep,139,693.61,321600,1,Northeast
91,1101,2015-10-21 00:00:00,2015,10,Oct,165,876.56,321600,1,Northeast
92,1101,2015-11-21 00:00:00,2015,11,Nov,194,1086.98,321600,1,Northeast
93,1101,2015-12-19 00:00:00,2015,12,Dec,212,1194.14,321600,1,Northeast
94,1101,2016-01-17 00:00:00,2016,1,Jan,166,874.62,321600,1,Northeast
95,1101,2016-02-15 00:00:00,2016,2,Feb,171,862.05,321600,1,Northeast
96,1101,2016-03-15 00:00:00,2016,3,Mar,38,259.7,321600,1,Northeast
97,1101,2016-04-14 00:00:00,2016,4,Apr,176,918.24,321600,1,Northeast
98,1101,2016-05-13 00:00:00,2016,5,May,201,1111.85,321600,1,Northeast
99,1101,2016-06-12 00:00:00,2016,6,Jun,162,845.94,321600,1,Northeast
100,1111,2015-11-15 00:00:00,2015,11,Nov,401,2265.48,321610,1,Northeast
101,1111,2015-12-15 00:00:00,2015,12,Dec,390,2048.6,321610,1,Northeast
102,1121,2015-08-26 00:00:00,2015,8,Aug,337,1798.56,321620,1,Northeast
103,1121,2015-09-25 00:00:00,2015,9,Sep,362,1966.38,321620,1,Northeast
104,1121,2015-10-24 00:00:00,2015,10,Oct,397,2245.54,321620,1,Northeast
105,1121,2015-11-22 00:00:00,2015,11,Nov,373,1972.57,321620,1,Northeast
106,1121,2015-12-21 00:00:00,2015,12,Dec,307,1582.01,321620,1,Northeast
107,1121,2016-01-20 00:00:00,2016,1,Jan,260,1461.26,321620,1,Northeast
108,1121,2016-02-19 00:00:00,2016,2,Feb,339,1833.52,321620,1,Northeast
109,1121,2016-03-19 00:00:00,2016,3,Mar,320,1661.8,321620,1,Northeast
110,1121,2016-04-18 00:00:00,2016,4,Apr,319,1657.54,321620,1,Northeast
111,1121,2016-05-17 00:00:00,2016,5,May,370,2027.68,321620,1,Northeast
112,1121,2016-07-15 00:00:00,2016,7,Jul,326,1714.93,321620,1,Northeast
113,1121,2016-08-13 00:00:00,2016,8,Aug,316,1611.84,321620,1,Northeast
114,1121,2016-09-11 00:00:00,2016,9,Sep,324,1664.26,321620,1,Northeast
115,1121,2016-10-10 00:00:00,2016,10,Oct,466,2816.63,321620,1,Northeast
116,1121,2016-11-08 00:00:00,2016,11,Nov,364,2020.97,321620,1,Northeast
117,1121,2016-12-07 00:00:00,2016,12,Dec,368,1959.49,321620,1,Northeast
118,1131,2016-05-13 00:00:00,2016,5,May,417,2200.99,321630,1,Northeast
119,1131,2016-06-12 00:00:00,2016,6,Jun,53,411.46,321630,1,Northeast
120,1131,2016-07-12 00:00:00,2016,7,Jul,350,1895.36,321630,1,Northeast
121,1131,2016-08-10 00:00:00,2016,8,Aug,407,2365.93,321630,1,Northeast
122,1131,2016-09-09 00:00:00,2016,9,Sep,331,1704.19,321630,1,Northeast
123,1131,2016-10-09 00:00:00,2016,10,Oct,365,1990.29,321630,1,Northeast
124,1131,2016-11-07 00:00:00,2016,11,Nov,0,0,321630,1,Northeast
125,1131,2016-12-07 00:00:00,2016,12,Dec,331,1721.69,321630,1,Northeast
126,1141,2016-09-24 00:00:00,2016,9,Sep,193,963.07,321640,1,Northeast
127,1141,2016-10-23 00:00:00,2016,10,Oct,208,1144.34,321640,1,Northeast
128,1141,2016-11-22 00:00:00,2016,11,Nov,157,805.34,321640,1,Northeast
129,1141,2016-12-21 00:00:00,2016,12,Dec,3345,26055.46,321640,1,Northeast
130,1151,2016-12-30 00:00:00,2016,12,Dec,559,2964.69,321650,1,Northeast
131,1161,2016-03-06 00:00:00,2016,3,Mar,414,2194.05,321660,1,Northeast
132,1161,2016-04-05 00:00:00,2016,4,Apr,536,2724.68,321660,1,Northeast
133,1161,2016-05-05 00:00:00,2016,5,May,532,2747.18,321660,1,Northeast
134,1161,2016-06-04 00:00:00,2016,6,Jun,618,3400.18,321660,1,Northeast
135,1161,2016-07-03 00:00:00,2016,7,Jul,524,2655.45,321660,1,Northeast
136,1161,2016-08-01 00:00:00,2016,8,Aug,523,2697.41,321660,1,Northeast
137,1161,2016-08-31 00:00:00,2016,8,Aug,487,2519.64,321660,1,Northeast
138,1161,2016-09-29 00:00:00,2016,9,Sep,454,2356.19,321660,1,Northeast
139,1161,2016-10-28 00:00:00,2016,10,Oct,508,2552.42,321660,1,Northeast
140,1161,2016-11-26 00:00:00,2016,11,Nov,459,2380.49,321660,1,Northeast
141,1161,2016-12-25 00:00:00,2016,12,Dec,522,2641.06,321660,1,Northeast
142,1171,2016-08-24 00:00:00,2016,8,Aug,377,2001.92,321670,1,Northeast
143,1171,2016-09-23 00:00:00,2016,9,Sep,364,2022.94,321670,1,Northeast
144,1171,2016-10-22 00:00:00,2016,10,Oct,336,1813.02,321670,1,Northeast
145,1171,2016-11-20 00:00:00,2016,11,Nov,326,1780.62,321670,1,Northeast
146,1171,2016-12-20 00:00:00,2016,12,Dec,354,2048.65,321670,1,Northeast
147,1181,2013-12-17 00:00:00,2013,12,Dec,339,1691.61,321680,1,Northeast
148,1181,2014-01-16 00:00:00,2014,1,Jan,539,2776.62,321680,1,Northeast
149,1181,2014-02-14 00:00:00,2014,2,Feb,509,2606.88,321680,1,Northeast
150,1181,2014-03-16 00:00:00,2014,3,Mar,510,2626.85,321680,1,Northeast
151,1181,2014-04-14 00:00:00,2014,4,Apr,604,3323.83,321680,1,Northeast
152,1181,2014-05-14 00:00:00,2014,5,May,558,2919.42,321680,1,Northeast
153,1181,2014-06-13 00:00:00,2014,6,Jun,517,2597.33,321680,1,Northeast
154,1181,2014-07-13 00:00:00,2014,7,Jul,493,2460.07,321680,1,Northeast
155,1181,2014-08-12 00:00:00,2014,8,Aug,511,2606.23,321680,1,Northeast
156,1181,2014-09-10 00:00:00,2014,9,Sep,520,2642.3,321680,1,Northeast
157,1181,2014-10-10 00:00:00,2014,10,Oct,566,3008.2,321680,1,Northeast
158,1181,2014-11-09 00:00:00,2014,11,Nov,722,3644.67,321680,1,Northeast
159,1181,2014-12-09 00:00:00,2014,12,Dec,480,2407.72,321680,1,Northeast
160,1181,2015-01-08 00:00:00,2015,1,Jan,478,2391.48,321680,1,Northeast
161,1181,2015-02-06 00:00:00,2015,2,Feb,524,2657.32,321680,1,Northeast
162,1181,2015-03-08 00:00:00,2015,3,Mar,519,2699.36,321680,1,Northeast
163,1181,2015-04-06 00:00:00,2015,4,Apr,499,2520.68,321680,1,Northeast
164,1181,2015-05-06 00:00:00,2015,5,May,529,2692.21,321680,1,Northeast
165,1181,2015-06-05 00:00:00,2015,6,Jun,522,2632.28,321680,1,Northeast
166,1181,2015-07-04 00:00:00,2015,7,Jul,491,2450.09,321680,1,Northeast
167,1181,2015-08-03 00:00:00,2015,8,Aug,508,2559.96,321680,1,Northeast
168,1181,2015-09-01 00:00:00,2015,9,Sep,519,2619.81,321680,1,Northeast
169,1181,2015-10-01 00:00:00,2015,10,Oct,530,2793.58,321680,1,Northeast
170,1181,2015-10-31 00:00:00,2015,10,Oct,543,2729.57,321680,1,Northeast
171,1181,2015-11-29 00:00:00,2015,11,Nov,494,2526.95,321680,1,Northeast
172,1181,2015-12-28 00:00:00,2015,12,Dec,493,2555.15,321680,1,Northeast
173,1181,2016-01-26 00:00:00,2016,1,Jan,500,2505,321680,1,Northeast
174,1181,2016-02-25 00:00:00,2016,2,Feb,514,2614.88,321680,1,Northeast
175,1181,2016-03-25 00:00:00,2016,3,Mar,479,2415.25,321680,1,Northeast
176,1181,2016-04-24 00:00:00,2016,4,Apr,2250,11390.06,321680,1,Northeast
177,1181,2016-05-23 00:00:00,2016,5,May,533,2707.17,321680,1,Northeast
178,1181,2016-06-22 00:00:00,2016,6,Jun,496,2485.04,321680,1,Northeast
179,1181,2016-07-21 00:00:00,2016,7,Jul,530,2735.35,321680,1,Northeast
180,1181,2016-08-19 00:00:00,2016,8,Aug,540,2799.09,321680,1,Northeast
181,1181,2016-09-18 00:00:00,2016,9,Sep,514,2589.86,321680,1,Northeast
182,1181,2016-10-18 00:00:00,2016,10,Oct,541,2797.19,321680,1,Northeast
183,1181,2016-11-17 00:00:00,2016,11,Nov,598,3254.4,321680,1,Northeast
184,1181,2016-12-17 00:00:00,2016,12,Dec,450,2314.36,321680,1,Northeast
185,1191,2016-01-24 00:00:00,2016,1,Jan,519,2643.02,321690,1,Northeast
186,1191,2016-02-23 00:00:00,2016,2,Feb,520,2693.01,321690,1,Northeast
187,1191,2016-03-23 00:00:00,2016,3,Mar,619,3423.81,321690,1,Northeast
188,1191,2016-04-22 00:00:00,2016,4,Apr,531,2741.62,321690,1,Northeast
189,1191,2016-05-21 00:00:00,2016,5,May,503,2519.36,321690,1,Northeast
190,1191,2016-06-20 00:00:00,2016,6,Jun,508,2555.55,321690,1,Northeast
191,1191,2016-07-19 00:00:00,2016,7,Jul,518,2622.38,321690,1,Northeast
192,1191,2016-08-18 00:00:00,2016,8,Aug,526,2699.74,321690,1,Northeast
193,1191,2016-09-17 00:00:00,2016,9,Sep,596,3141.54,321690,1,Northeast
194,1191,2016-10-16 00:00:00,2016,10,Oct,481,2431.49,321690,1,Northeast
195,1191,2016-11-15 00:00:00,2016,11,Nov,499,2505.66,321690,1,Northeast
196,1191,2016-12-15 00:00:00,2016,12,Dec,195,1475.67,321690,1,Northeast
197,1201,2016-11-12 00:00:00,2016,11,Nov,491,2450.09,321700,1,Northeast
198,1201,2016-12-11 00:00:00,2016,12,Dec,521,2634.22,321700,1,Northeast
199,1211,2016-11-22 00:00:00,2016,11,Nov,311,1696.38,321500,1,Northeast
200,1211,2016-12-21 00:00:00,2016,12,Dec,343,1797.87,321500,1,Northeast
201,1221,2015-01-20 00:00:00,2015,1,Jan,505,2554.95,321510,1,Northeast
202,1221,2015-02-18 00:00:00,2015,2,Feb,636,3499.16,321510,1,Northeast
203,1221,2015-03-19 00:00:00,2015,3,Mar,519,2624.24,321510,1,Northeast
204,1221,2015-04-17 00:00:00,2015,4,Apr,539,2764.73,321510,1,Northeast
205,1221,2015-05-16 00:00:00,2015,5,May,368,1927.66,321510,1,Northeast
206,1221,2015-06-15 00:00:00,2015,6,Jun,565,2919.51,321510,1,Northeast
207,1221,2015-07-15 00:00:00,2015,7,Jul,535,2776.07,321510,1,Northeast
208,1221,2015-08-14 00:00:00,2015,8,Aug,487,2502.12,321510,1,Northeast
209,1221,2015-09-12 00:00:00,2015,9,Sep,541,2730.89,321510,1,Northeast
210,1221,2015-10-11 00:00:00,2015,10,Oct,526,2723.6,321510,1,Northeast
211,1221,2015-11-09 00:00:00,2015,11,Nov,514,2618.07,321510,1,Northeast
212,1221,2015-12-08 00:00:00,2015,12,Dec,583,2909.17,321510,1,Northeast
213,1221,2016-01-06 00:00:00,2016,1,Jan,683,3476.38,321510,1,Northeast
214,1221,2016-02-04 00:00:00,2016,2,Feb,1851,12664.72,321510,1,Northeast
215,1221,2016-03-04 00:00:00,2016,3,Mar,515,2579.24,321510,1,Northeast
216,1221,2016-04-03 00:00:00,2016,4,Apr,562,2854.38,321510,1,Northeast
217,1221,2016-05-03 00:00:00,2016,5,May,535,2779.2,321510,1,Northeast
218,1221,2016-06-01 00:00:00,2016,6,Jun,637,3582.32,321510,1,Northeast
219,1221,2016-06-30 00:00:00,2016,6,Jun,574,3108.4,321510,1,Northeast
220,1221,2016-07-29 00:00:00,2016,7,Jul,510,2585.57,321510,1,Northeast
221,1221,2016-08-27 00:00:00,2016,8,Aug,510,2544.9,321510,1,Northeast
222,1221,2016-09-26 00:00:00,2016,9,Sep,522,2679.21,321510,1,Northeast
223,1221,2016-10-26 00:00:00,2016,10,Oct,504,2539.96,321510,1,Northeast
224,1221,2016-11-25 00:00:00,2016,11,Nov,622,3410.69,321510,1,Northeast
225,1221,2016-12-24 00:00:00,2016,12,Dec,558,2928.99,321510,1,Northeast
226,1231,2016-02-26 00:00:00,2016,2,Feb,492,2472.58,321520,1,Northeast
227,1231,2016-03-27 00:00:00,2016,3,Mar,756,3882.5,321520,1,Northeast
228,1231,2016-04-26 00:00:00,2016,4,Apr,538,2729.03,321520,1,Northeast
229,1231,2016-05-26 00:00:00,2016,5,May,511,2584.91,321520,1,Northeast
230,1231,2016-07-24 00:00:00,2016,7,Jul,532,2729.8,321520,1,Northeast
231,1231,2016-08-23 00:00:00,2016,8,Aug,607,3364.41,321520,1,Northeast
232,1231,2016-09-23 00:00:00,2016,9,Sep,531,2744.16,321520,1,Northeast
233,1231,2016-10-21 00:00:00,2016,10,Oct,489,2470.74,321520,1,Northeast
234,1231,2016-11-20 00:00:00,2016,11,Nov,1860,13522.55,321520,1,Northeast
235,1231,2016-12-20 00:00:00,2016,12,Dec,502,2504.98,321520,1,Northeast
236,1241,2016-06-14 00:00:00,2016,6,Jun,156,838.44,321530,1,Northeast
237,1241,2016-07-13 00:00:00,2016,7,Jul,272,1389.78,321530,1,Northeast
238,1241,2016-08-11 00:00:00,2016,8,Aug,190,1050.62,321530,1,Northeast
239,1241,2016-09-09 00:00:00,2016,9,Sep,178,920.72,321530,1,Northeast
240,1241,2016-10-08 00:00:00,2016,10,Oct,258,1627.29,321530,1,Northeast
241,1241,2016-11-07 00:00:00,2016,11,Nov,173,912.05,321530,1,Northeast
242,1241,2016-12-06 00:00:00,2016,12,Dec,170,954.72,321530,1,Northeast
243,1251,2013-12-11 00:00:00,2013,12,Dec,159,997.33,321540,1,Northeast
244,1251,2014-01-09 00:00:00,2014,1,Jan,190,1127,321540,1,Northeast
245,1251,2014-02-07 00:00:00,2014,2,Feb,143,851.82,321540,1,Northeast
246,1251,2014-03-08 00:00:00,2014,3,Mar,144,878.68,321540,1,Northeast
247,1251,2014-04-07 00:00:00,2014,4,Apr,149,876.11,321540,1,Northeast
248,1251,2014-05-07 00:00:00,2014,5,May,198,1300.66,321540,1,Northeast
249,1251,2014-06-06 00:00:00,2014,6,Jun,235,1384.7,321540,1,Northeast
250,1251,2014-07-05 00:00:00,2014,7,Jul,170,1049.76,321540,1,Northeast
251,1251,2014-08-04 00:00:00,2014,8,Aug,145,869.91,321540,1,Northeast
252,1251,2014-09-03 00:00:00,2014,9,Sep,173,1059.67,321540,1,Northeast
253,1251,2014-10-02 00:00:00,2014,10,Oct,140,814.29,321540,1,Northeast
254,1251,2014-11-01 00:00:00,2014,11,Nov,17,138.04,321540,1,Northeast
255,1251,2014-12-01 00:00:00,2014,12,Dec,146,856.16,321540,1,Northeast
256,1251,2014-12-30 00:00:00,2014,12,Dec,400,2163.56,321540,1,Northeast
257,1251,2015-01-28 00:00:00,2015,1,Jan,237,1480.47,321540,1,Northeast
258,1261,2014-11-12 00:00:00,2014,11,Nov,372,2010.12,321550,1,Northeast
259,1261,2014-12-11 00:00:00,2014,12,Dec,353,1914.72,321550,1,Northeast
260,1261,2015-01-09 00:00:00,2015,1,Jan,530,2836.12,321550,1,Northeast
261,1261,2015-02-07 00:00:00,2015,2,Feb,321,1639.35,321550,1,Northeast
262,1261,2015-03-08 00:00:00,2015,3,Mar,878,5905.77,321550,1,Northeast
263,1261,2015-04-07 00:00:00,2015,4,Apr,345,1810.33,321550,1,Northeast
264,1261,2015-05-06 00:00:00,2015,5,May,352,1851.48,321550,1,Northeast
265,1261,2015-06-04 00:00:00,2015,6,Jun,436,2387.08,321550,1,Northeast
266,1261,2015-07-03 00:00:00,2015,7,Jul,337,1757.28,321550,1,Northeast
267,1261,2015-08-02 00:00:00,2015,8,Aug,383,2108.81,321550,1,Northeast
268,1261,2015-08-31 00:00:00,2015,8,Aug,330,1869.2,321550,1,Northeast
269,1261,2015-09-29 00:00:00,2015,9,Sep,307,1554.43,321550,1,Northeast
270,1261,2015-10-29 00:00:00,2015,10,Oct,400,2258.5,321550,1,Northeast
271,1261,2015-11-27 00:00:00,2015,11,Nov,359,1974.05,321550,1,Northeast
272,1261,2015-12-27 00:00:00,2015,12,Dec,359,1948.44,321550,1,Northeast
273,1261,2016-01-26 00:00:00,2016,1,Jan,331,1714.82,321550,1,Northeast
274,1261,2016-02-25 00:00:00,2016,2,Feb,100,644.75,321550,1,Northeast
275,1261,2016-03-26 00:00:00,2016,3,Mar,306,1681.39,321550,1,Northeast
276,1261,2016-04-24 00:00:00,2016,4,Apr,405,2276.09,321550,1,Northeast
277,1261,2016-05-23 00:00:00,2016,5,May,346,1906.15,321550,1,Northeast
278,1261,2016-06-22 00:00:00,2016,6,Jun,356,1924.69,321550,1,Northeast
279,1261,2016-07-21 00:00:00,2016,7,Jul,383,2048.67,321550,1,Northeast
280,1261,2016-08-19 00:00:00,2016,8,Aug,294,1510.88,321550,1,Northeast
281,1261,2016-09-18 00:00:00,2016,9,Sep,318,1630.64,321550,1,Northeast
282,1261,2016-10-17 00:00:00,2016,10,Oct,405,2212.86,321550,1,Northeast
283,1261,2016-11-15 00:00:00,2016,11,Nov,337,1833.74,321550,1,Northeast
284,1261,2016-12-15 00:00:00,2016,12,Dec,389,2218.77,321550,1,Northeast
285,1271,2015-10-28 00:00:00,2015,10,Oct,139,830.05,321560,1,Northeast
286,1271,2015-11-26 00:00:00,2015,11,Nov,179,1115.36,321560,1,Northeast
287,1281,2013-12-05 00:00:00,2013,12,Dec,565,3001.85,321570,1,Northeast
288,1281,2014-01-03 00:00:00,2014,1,Jan,505,2554.95,321570,1,Northeast
289,1281,2014-02-02 00:00:00,2014,2,Feb,747,4400.46,321570,1,Northeast
290,1281,2014-03-03 00:00:00,2014,3,Mar,864,5338.72,321570,1,Northeast
291,1281,2014-04-01 00:00:00,2014,4,Apr,271,1405.5,321570,1,Northeast
292,1281,2014-05-01 00:00:00,2014,5,May,602,3229,321570,1,Northeast
293,1281,2014-05-30 00:00:00,2014,5,May,530,2692.2,321570,1,Northeast
294,1281,2014-06-29 00:00:00,2014,6,Jun,455,2287.95,321570,1,Northeast
295,1281,2014-07-28 00:00:00,2014,7,Jul,523,2652.94,321570,1,Northeast
296,1281,2014-08-26 00:00:00,2014,8,Aug,645,3218.55,321570,1,Northeast
297,1281,2014-09-25 00:00:00,2014,9,Sep,1042,6925.43,321570,1,Northeast
298,1281,2014-10-25 00:00:00,2014,10,Oct,497,2495.03,321570,1,Northeast
299,1281,2014-11-24 00:00:00,2014,11,Nov,478,2410.22,321570,1,Northeast
300,1281,2014-12-24 00:00:00,2014,12,Dec,688,3490.62,321570,1,Northeast
301,1281,2015-01-23 00:00:00,2015,1,Jan,883,5342.55,321570,1,Northeast
302,1281,2015-02-22 00:00:00,2015,2,Feb,492,2539.59,321570,1,Northeast
303,1281,2015-03-24 00:00:00,2015,3,Mar,517,2690.56,321570,1,Northeast
304,1281,2015-04-23 00:00:00,2015,4,Apr,527,2697.23,321570,1,Northeast
305,1281,2015-05-22 00:00:00,2015,5,May,582,3198.93,321570,1,Northeast
306,1281,2015-06-20 00:00:00,2015,6,Jun,492,2458.21,321570,1,Northeast
307,1281,2015-07-20 00:00:00,2015,7,Jul,589,3216.4,321570,1,Northeast
308,1281,2015-08-19 00:00:00,2015,8,Aug,485,2420.15,321570,1,Northeast
309,1281,2015-09-18 00:00:00,2015,9,Sep,491,2485.09,321570,1,Northeast
310,1281,2015-10-18 00:00:00,2015,10,Oct,751,4445.73,321570,1,Northeast
311,1281,2015-11-16 00:00:00,2015,11,Nov,503,2591.27,321570,1,Northeast
312,1281,2015-12-16 00:00:00,2015,12,Dec,591,3166.85,321570,1,Northeast
313,1281,2016-01-15 00:00:00,2016,1,Jan,535,2808.55,321570,1,Northeast
314,1281,2016-02-13 00:00:00,2016,2,Feb,480,2407.7,321570,1,Northeast
315,1281,2016-03-14 00:00:00,2016,3,Mar,529,2677.27,321570,1,Northeast
316,1281,2016-04-13 00:00:00,2016,4,Apr,501,2499.99,321570,1,Northeast
317,1281,2016-05-13 00:00:00,2016,5,May,575,3182.25,321570,1,Northeast
