Rep_ID,Region_ID,Region_Name,Month,Working_Days,Attendance_Days,Attendance_Rate,Planned_Visits,Completed_Visits,Visit_Completion_Rate,Visit_Gap,Merchandising_Compliance,Merchandising_Target,Merchandising_Gap,Product_Availability,Availability_Target,Availability_Gap,Actual_Sales,Target_Multiplier,Target,Sales_Achievement,Sales_Gap,Performance_Status,Data_Type
321500,1,Northeast,2015-01-01 00:00:00,26,23,0.884615384615385,480,413,0.860416666666667,-67,0.7299,0.9,-0.1701,0.7952,0.95,-0.1548,1967.79,1.05,4580.31525,0.429618900140116,-2612.52525,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-06-01 00:00:00,26,19,0.730769230769231,500,305,0.61,-195,0.4961,0.9,-0.4039,0.4863,0.95,-0.4637,4296.07,1.13,4011.99657222222,1.07080599962239,284.073427777778,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-07-01 00:00:00,26,19,0.730769230769231,508,305,0.600393700787402,-203,0.5673,0.9,-0.3327,0.5455,0.95,-0.4045,3562.03,1.14,4047.50096666667,0.880056615016333,-485.470966666666,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-08-01 00:00:00,26,19,0.730769230769231,516,312,0.604651162790698,-204,0.5577,0.9,-0.3423,0.5461,0.95,-0.4039,3109.18,1.15,4083.00536111111,0.761492999645216,-973.825361111111,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-09-01 00:00:00,26,19,0.730769230769231,492,313,0.636178861788618,-179,0.527,0.9,-0.373,0.5876,0.95,-0.3624,3775.25,1.05,3727.96141666667,1.01268483711283,47.2885833333335,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-10-01 00:00:00,26,20,0.769230769230769,500,275,0.55,-225,0.4641,0.9,-0.4359,0.5822,0.95,-0.3678,3567.95,1.06,3763.46581111111,0.948049000329994,-195.515811111111,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-11-01 00:00:00,26,21,0.807692307692308,508,297,0.584645669291339,-211,0.4986,0.9,-0.4014,0.5807,0.95,-0.3693,2618.07,1.07,3798.97020555556,0.689152548806878,-1180.90020555556,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2015-12-01 00:00:00,26,19,0.730769230769231,516,287,0.556201550387597,-229,0.5345,0.9,-0.3655,0.5212,0.95,-0.4288,2909.17,1.08,3834.4746,0.758688035122204,-925.3046,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-01-01 00:00:00,26,19,0.730769230769231,492,288,0.585365853658537,-204,0.5238,0.9,-0.3762,0.5826,0.95,-0.3674,4605.07,1.09,3869.97899444444,1.18994702726057,735.091005555555,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-02-01 00:00:00,26,19,0.730769230769231,500,309,0.618,-191,0.4402,0.9,-0.4598,0.5191,0.95,-0.4309,13281.01,1.1,3905.48338888889,3.40060593722777,9375.52661111111,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-03-01 00:00:00,26,19,0.730769230769231,508,279,0.549212598425197,-229,0.4813,0.9,-0.4187,0.5153,0.95,-0.4347,4311.87,1.11,3940.98778333333,1.09410894858268,370.882216666666,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-04-01 00:00:00,26,20,0.769230769230769,516,284,0.550387596899225,-232,0.5131,0.9,-0.3869,0.5148,0.95,-0.4352,4606.97,1.12,3976.49217777778,1.15855125422994,630.477822222222,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-05-01 00:00:00,26,19,0.730769230769231,492,311,0.632113821138211,-181,0.5308,0.9,-0.3692,0.5812,0.95,-0.3688,3703.29,1.13,4011.99657222222,0.923054128620247,-308.706572222221,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-06-01 00:00:00,26,19,0.730769230769231,500,282,0.564,-218,0.5042,0.9,-0.3958,0.5389,0.95,-0.4111,9182.3,1.14,4047.50096666667,2.26863441803255,5134.79903333334,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-07-01 00:00:00,26,20,0.769230769230769,508,279,0.549212598425197,-229,0.5152,0.9,-0.3848,0.5401,0.95,-0.4099,4272.17,1.15,4083.00536111111,1.04632975520694,189.164638888889,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-08-01 00:00:00,26,21,0.807692307692308,516,345,0.668604651162791,-171,0.4821,0.9,-0.4179,0.5171,0.95,-0.4329,3389.66,1.05,3727.96141666667,0.909252972642309,-338.301416666667,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-09-01 00:00:00,26,18,0.692307692307692,492,280,0.569105691056911,-212,0.523,0.9,-0.377,0.5755,0.95,-0.3745,5392.3,1.06,3763.46581111111,1.43280164365516,1628.83418888889,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-10-01 00:00:00,26,19,0.730769230769231,500,283,0.566,-217,0.4368,0.9,-0.4632,0.5146,0.95,-0.4354,5684.18,1.07,3798.97020555556,1.49624232158692,1885.20979444445,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-11-01 00:00:00,26,19,0.730769230769231,508,290,0.570866141732283,-218,0.4813,0.9,-0.4187,0.5237,0.95,-0.4263,6141.32,1.08,3834.4746,1.60160664514507,2306.8454,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2016-12-01 00:00:00,26,18,0.692307692307692,516,284,0.550387596899225,-232,0.5865,0.9,-0.3135,0.4977,0.95,-0.4523,9447.89,1.09,3869.97899444444,2.44132849650164,5577.91100555556,Critical,Simulated field-force metrics; Sales/Target = real+derived
321510,1,Northeast,2017-01-01 00:00:00,26,19,0.730769230769231,492,328,0.666666666666667,-164,0.6137,0.9,-0.2863,0.5059,0.95,-0.4441,0,1.1,3905.48338888889,0,-3905.48338888889,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-01-01 00:00:00,26,23,0.884615384615385,504,468,0.928571428571429,-36,0.9306,0.9,0.0306,0.8821,0.95,-0.0679,3063.31,1.11,7145.4951,0.428705073214591,-4082.1851,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-02-01 00:00:00,26,23,0.884615384615385,512,484,0.9453125,-28,0.8853,0.9,-0.0147,0.8967,0.95,-0.0532999999999999,2335.54,1.12,7209.86892972973,0.323936540700408,-4874.32892972973,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-03-01 00:00:00,26,24,0.923076923076923,520,447,0.859615384615385,-73,0.8618,0.9,-0.0382,0.897,0.95,-0.0529999999999999,2406.04,1.13,7274.24275945946,0.330761576092738,-4868.20275945946,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-04-01 00:00:00,26,24,0.923076923076923,528,471,0.892045454545455,-57,0.8866,0.9,-0.0134,0.9455,0.95,-0.00449999999999995,2482.59,1.14,7338.61658918919,0.338291280083661,-4856.02658918919,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-05-01 00:00:00,26,24,0.923076923076923,504,468,0.928571428571429,-36,0.872,0.9,-0.028,0.9079,0.95,-0.0420999999999999,3282.41,1.15,7402.99041891892,0.443389740396198,-4120.58041891892,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-06-01 00:00:00,26,23,0.884615384615385,512,475,0.927734375,-37,0.8667,0.9,-0.0333,0.98,0.95,0.03,3633.58,1.05,6759.25212162162,0.537571307390182,-3125.67212162162,Critical,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-07-01 00:00:00,26,25,0.961538461538462,520,484,0.930769230769231,-36,0.8434,0.9,-0.0566,0.8647,0.95,-0.0852999999999999,5462.19,1.06,6823.62595135135,0.800482036814792,-1361.43595135135,At Risk,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-08-01 00:00:00,26,24,0.923076923076923,528,489,0.926136363636364,-39,0.8869,0.9,-0.0131,0.8491,0.95,-0.1009,6056.84,1.07,6887.99978108108,0.879332199840658,-831.159781081082,At Risk,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-09-01 00:00:00,26,24,0.923076923076923,504,470,0.932539682539683,-34,0.8312,0.9,-0.0688,0.8853,0.95,-0.0647,6621.58,1.08,6952.37361081081,0.952420046831713,-330.793610810812,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-10-01 00:00:00,26,24,0.923076923076923,512,470,0.91796875,-42,0.8599,0.9,-0.0401,0.9024,0.95,-0.0476,8464.32,1.09,7016.74744054054,1.20630250293688,1447.57255945946,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-11-01 00:00:00,26,23,0.884615384615385,520,479,0.921153846153846,-41,0.9216,0.9,0.0216,0.8255,0.95,-0.1245,8436,1.1,7081.12127027027,1.19133674993226,1354.87872972973,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2015-12-01 00:00:00,26,23,0.884615384615385,528,487,0.922348484848485,-41,0.8805,0.9,-0.0195000000000001,0.8961,0.95,-0.0539,8141,1.11,7145.4951,1.13931923345662,995.504899999999,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-01-01 00:00:00,26,22,0.846153846153846,504,468,0.928571428571429,-36,0.9305,0.9,0.0305,0.863,0.95,-0.087,8938.68,1.12,7209.86892972973,1.23978398041906,1728.81107027027,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-02-01 00:00:00,26,24,0.923076923076923,512,462,0.90234375,-50,0.8679,0.9,-0.0321,0.8704,0.95,-0.0796,10953.25,1.13,7274.24275945946,1.50575810599067,3679.00724054054,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-03-01 00:00:00,26,23,0.884615384615385,520,503,0.967307692307692,-17,0.8905,0.9,-0.00950000000000006,0.9713,0.95,0.0213000000000001,14944.95,1.14,7338.61658918919,2.03648055711427,7606.33341081081,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-04-01 00:00:00,26,24,0.923076923076923,528,492,0.931818181818182,-36,0.9311,0.9,0.0311,0.9321,0.95,-0.0178999999999999,13673.67,1.15,7402.99041891892,1.84704683192023,6270.67958108108,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-05-01 00:00:00,26,24,0.923076923076923,504,455,0.902777777777778,-49,0.8724,0.9,-0.0276000000000001,0.8835,0.95,-0.0665,13054.79,1.05,6759.25212162162,1.93139562855484,6295.53787837838,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-06-01 00:00:00,26,24,0.923076923076923,512,444,0.8671875,-68,0.8975,0.9,-0.00250000000000006,0.905,0.95,-0.0449999999999999,10513.03,1.06,6823.62595135135,1.54068087479473,3689.40404864865,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-07-01 00:00:00,26,24,0.923076923076923,520,491,0.944230769230769,-29,0.9338,0.9,0.0337999999999999,0.9427,0.95,-0.00729999999999997,9976.99,1.07,6887.99978108108,1.44845968598943,3088.99021891892,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-08-01 00:00:00,26,23,0.884615384615385,528,482,0.912878787878788,-46,0.8291,0.9,-0.0709000000000001,0.8833,0.95,-0.0667,9889.81,1.08,6952.37361081081,1.42250841994762,2937.43638918919,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-09-01 00:00:00,26,25,0.961538461538462,504,474,0.940476190476191,-30,0.8456,0.9,-0.0544,0.8684,0.95,-0.0816,16160.93,1.09,7016.74744054054,2.30319391383923,9144.18255945946,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-10-01 00:00:00,26,24,0.923076923076923,512,444,0.8671875,-68,0.8466,0.9,-0.0534,0.915,0.95,-0.0349999999999999,8068.77,1.1,7081.12127027027,1.13947631907906,987.648729729728,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-11-01 00:00:00,26,24,0.923076923076923,520,489,0.940384615384615,-31,0.7899,0.9,-0.1101,0.9062,0.95,-0.0438,19110.29,1.11,7145.4951,2.67445288710645,11964.7949,At Risk,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2016-12-01 00:00:00,26,24,0.923076923076923,528,492,0.931818181818182,-36,0.9267,0.9,0.0266999999999999,0.8439,0.95,-0.1061,13413.52,1.12,7209.86892972973,1.86043881389988,6203.65107027027,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321520,1,Northeast,2017-01-01 00:00:00,26,23,0.884615384615385,504,473,0.938492063492064,-31,0.8147,0.9,-0.0853,0.9509,0.95,0.000900000000000012,0,1.13,7274.24275945946,0,-7274.24275945946,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-01-01 00:00:00,26,24,0.923076923076923,516,507,0.982558139534884,-9,0.8881,0.9,-0.0119,0.973,0.95,0.023,1622.67,1.14,3460.41549375,0.468923458160089,-1837.74549375,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-02-01 00:00:00,26,25,0.961538461538462,524,502,0.958015267175573,-22,0.9163,0.9,0.0163,0.9582,0.95,0.0082000000000001,1807.91,1.15,3490.770015625,0.517911518635611,-1682.860015625,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-03-01 00:00:00,26,23,0.884615384615385,532,502,0.943609022556391,-30,0.9028,0.9,0.00280000000000002,0.9601,0.95,0.0101,1988.69,1.05,3187.224796875,0.6239566164112,-1198.534796875,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-04-01 00:00:00,26,25,0.961538461538462,540,490,0.907407407407407,-50,0.9037,0.9,0.00369999999999993,0.98,0.95,0.03,1977.77,1.06,3217.57931875,0.614676377509893,-1239.80931875,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-05-01 00:00:00,26,24,0.923076923076923,516,473,0.916666666666667,-43,0.9152,0.9,0.0152,0.9781,0.95,0.0281,1958.48,1.07,3247.933840625,0.602992578082542,-1289.453840625,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-06-01 00:00:00,26,24,0.923076923076923,524,519,0.990458015267176,-5,0.9381,0.9,0.0381,0.98,0.95,0.03,2441.03,1.08,3278.2883625,0.744605028624903,-837.2583625,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-07-01 00:00:00,26,24,0.923076923076923,532,527,0.990601503759399,-5,0.9009,0.9,0.000900000000000012,0.8763,0.95,-0.0737,7417.96,1.09,3308.642884375,2.24199475713477,4109.317115625,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-08-01 00:00:00,26,25,0.961538461538462,540,503,0.931481481481482,-37,0.9119,0.9,0.0119,0.98,0.95,0.03,1511.97,1.1,3338.99740625,0.452821555707071,-1827.02740625,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-09-01 00:00:00,26,23,0.884615384615385,516,464,0.89922480620155,-52,0.8521,0.9,-0.0479000000000001,0.9113,0.95,-0.0387,1764.14,1.11,3369.351928125,0.523584368042468,-1605.211928125,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-10-01 00:00:00,26,24,0.923076923076923,524,508,0.969465648854962,-16,0.9178,0.9,0.0177999999999999,0.8995,0.95,-0.0505,1851.51,1.12,3399.70645,0.544608785267328,-1548.19645,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-11-01 00:00:00,26,23,0.884615384615385,532,506,0.951127819548872,-26,0.8916,0.9,-0.00840000000000007,0.9611,0.95,0.0111,2131.28,1.13,3430.060971875,0.621353386273762,-1298.780971875,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2015-12-01 00:00:00,26,24,0.923076923076923,540,516,0.955555555555556,-24,0.9347,0.9,0.0347,0.9595,0.95,0.00950000000000006,2637.15,1.14,3460.41549375,0.762090565356405,-823.26549375,Critical,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-01-01 00:00:00,26,24,0.923076923076923,516,475,0.920542635658915,-41,0.9018,0.9,0.00180000000000002,0.9535,0.95,0.00350000000000006,2831.47,1.15,3490.770015625,0.811130491933323,-659.300015625,At Risk,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-02-01 00:00:00,26,25,0.961538461538462,524,489,0.933206106870229,-35,0.9264,0.9,0.0264,0.941,0.95,-0.00900000000000001,3103.44,1.05,3187.224796875,0.97371230389612,-83.7847968750002,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-03-01 00:00:00,26,24,0.923076923076923,532,523,0.983082706766917,-9,0.8384,0.9,-0.0616,0.8917,0.95,-0.0582999999999999,2943.18,1.06,3217.57931875,0.914718708828412,-274.39931875,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-04-01 00:00:00,26,23,0.884615384615385,540,462,0.855555555555556,-78,0.8844,0.9,-0.0156000000000001,0.9702,0.95,0.0202,2806.66,1.07,3247.933840625,0.864137059965456,-441.273840625001,At Risk,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-05-01 00:00:00,26,24,0.923076923076923,516,494,0.957364341085271,-22,0.9462,0.9,0.0462,0.98,0.95,0.03,4673.88,1.08,3278.2883625,1.42570740678704,1395.5916375,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-06-01 00:00:00,26,24,0.923076923076923,524,519,0.990458015267176,-5,0.9113,0.9,0.0113,0.9187,0.95,-0.0313,3526.78,1.09,3308.642884375,1.06592948324981,218.137115625,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-07-01 00:00:00,26,24,0.923076923076923,532,474,0.890977443609023,-58,0.877,0.9,-0.023,0.9303,0.95,-0.0196999999999999,5485.12,1.1,3338.99740625,1.64274461241954,2146.12259375,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-08-01 00:00:00,26,25,0.961538461538462,540,535,0.990740740740741,-5,0.8597,0.9,-0.0403,0.954,0.95,0.004,4752.77,1.11,3369.351928125,1.41058877237702,1383.418071875,Healthy,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-09-01 00:00:00,26,23,0.884615384615385,516,500,0.968992248062015,-16,0.9035,0.9,0.00349999999999995,0.8827,0.95,-0.0672999999999999,2943.83,1.12,3399.70645,0.865907113833313,-455.876450000001,At Risk,Simulated field-force metrics; Sales/Target = real+derived
321530,1,Northeast,2016-10-01 00:00:00,26,25,0.961538461538462,524,485,0.925572519083969,-39,0.8894,0.9,-0.0106000000000001,0.9073,0.95,-0.0427,3213.7,1.13,3430.060971875,0.936922120729321,-216.360971875,Healthy,Simulated field-force metrics; Sales/Target = real+derived
